Cod_articulo,Descripcion,Desc_adicional,Codigo_de_Barras
0602048230,L20306 TXL ROSA,PIJAMA,201820306184
0602048240,L20306 TS CELESTE,PIJAMA,201820306281
0602048250,L20306 TM CELESTE,PIJAMA,201820306282
0602048260,L20306 TL CELESTE,PIJAMA,201820306283
0602048270,L20306 TXL CELESTE,PIJAMA,201820306284
0602048280,L20306/E T5 ROSA,PIJAMA,201820306105
0602048290,L20306/E T6 ROSA,PIJAMA,201820306106
0602048300,L20306/E T5 CELESTE,PIJAMA,201820306205
0602048310,L20306/E T6 CELESTE,PIJAMA,201820306206
0602048320,L20307 TS ROSA,PIJAMA,201820307181
0602048330,L20307 TM ROSA,PIJAMA,201820307182
0602048340,L20307 TL ROSA,PIJAMA,201820307183
0602048350,L20307 TXL ROSA,PIJAMA,201820307184
0602048360,L20307 TS CELESTE,PIJAMA,201820307281
0602048370,L20307 TM CELESTE,PIJAMA,201820307282
0602048380,L20307 TL CELESTE,PIJAMA,201820307283
0602048390,L20307 TXL CELESTE,PIJAMA,201820307284
0602048400,L20308 TS ROSA,PIJAMA,201820308181
0602048410,L20308 TM ROSA,PIJAMA,201820308182
0602048420,L20308 TL ROSA,PIJAMA,201820308183
0602048430,L20308 TXL ROSA,PIJAMA,201820308184
0602048440,L20308 TS GRIS,PIJAMA,2018203081381
0602048450,L20308 TM GRIS,PIJAMA,2018203081382
0602048460,L20308 TL GRIS,PIJAMA,2018203081383
0602048470,L20308 TXL GRIS,PIJAMA,2018203081384
0602048480,L20311 TS ROSA,PIJAMA,201820311181
0602048490,L20311 TM ROSA,PIJAMA,201820311182
0602048500,L20311 TL ROSA,PIJAMA,201820311183
0602048510,L20311 TXL ROSA,PIJAMA,201820311184
0602048520,L20311 TS GRIS,PIJAMA,2018203111381
0602048530,L20311 TM GRIS,PIJAMA,2018203111382
0602048540,L20311 TL GRIS,PIJAMA,2018203111383
0602048550,L20311 TXL GRIS,PIJAMA,2018203111384
0602048560,L20312 TS HUESO,PIJAMA,2018203123981
0602048570,L20312 TM HUESO,PIJAMA,2018203123982
0602048580,L20312 TL HUESO,PIJAMA,2018203123983
0602048590,L20312 TXL HUESO,PIJAMA,2018203123984
0602048600,L20312 TS GRIS,PIJAMA,2018203121381
0602048610,L20312 TM GRIS,PIJAMA,2018203121382
0602048620,L20312 TL GRIS,PIJAMA,2018203121383
0602048630,L20312 TXL GRIS,PIJAMA,2018203121384
0602048640,L20313 TS UNICO,PIJAMA,20182031381
0602048650,L20313 TM UNICO,PIJAMA,20182031382
0602048660,L20313 TL UNICO,PIJAMA,20182031383
0602048670,L20313 TXL UNICO,PIJAMA,20182031384
0602048680,L20314 TS UNICO,PIJAMA,20182031481
0602048690,L20314 TM UNICO,PIJAMA,20182031482
0602048700,L20314 TL UNICO,PIJAMA,20182031483
0602048710,L20314 TXL UNICO,PIJAMA,20182031484
0602048720,L20315 TS UNICO,PIJAMA,20182031581
0602048730,L20315 TM UNICO,PIJAMA,20182031582
0602048740,L20315 TL UNICO,PIJAMA,20182031583
0602048750,L20315 TXL UNICO,PIJAMA,20182031584
0602048760,L20315/E T5 UNICO,PIJAMA,20182031505
0602048770,L20315/E T6 UNICO,PIJAMA,20182031506
0602048780,L20316 TS GRIS TOPO,PIJAMA,2018203167181
0602048790,L20316 TM GRIS TOPO,PIJAMA,2018203167182
0602048800,L20316 TL GRIS TOPO,PIJAMA,2018203167183
0602048810,L20316 TXL GRIS TOPO,PIJAMA,2018203167184
0602048820,L20316 TS ROSA,PIJAMA,201820316181
0602048830,L20316 TM ROSA,PIJAMA,201820316182
0602048840,L20316 TL ROSA,PIJAMA,201820316183
0602048850,L20316 TXL ROSA,PIJAMA,201820316184
0602048860,L20330 TS ROSA,PIJAMA,201820330181
0602048870,L20330 TM ROSA,PIJAMA,201820330182
0602048880,L20330 TL ROSA,PIJAMA,201820330183
0602048890,L20330 TXL ROSA,PIJAMA,201820330184
0602048900,L20330 TS GRIS,PIJAMA,2018203301381
0602048910,L20330 TM GRIS,PIJAMA,2018203301382
0602048920,L20330 TL GRIS,PIJAMA,2018203301383
0602048930,L20330 TXL GRIS,PIJAMA,2018203301384
0602048940,L20331 TS UNICO,PIJAMA,20182033181
0602048950,L20331 TM UNICO,PIJAMA,20182033182
0602048960,L20331 TL UNICO,PIJAMA,20182033183
0602048970,L20331 TXL UNICO,PIJAMA,20182033184
0602048980,L20332 TS CELESTE,PIJAMA,201820332281
0602048990,L20332 TM CELESTE,PIJAMA,201820332282
0602049000,L20332 TL CELESTE,PIJAMA,201820332283
0602049010,L20332 TXL CELESTE,PIJAMA,201820332284
0602049020,L20332 TS ROSA,PIJAMA,201820332181
0602049030,L20332 TM ROSA,PIJAMA,201820332182
0602049040,L20332 TL ROSA,PIJAMA,201820332183
0602049050,L20332 TXL ROSA,PIJAMA,201820332184
0602049060,L20333 TS HUESO,PIJAMA,2018203333981
0602049070,L20333 TM HUESO,PIJAMA,2018203333982
0602049080,L20333 TL HUESO,PIJAMA,2018203333983
0602049090,L20333 TXL HUESO,PIJAMA,2018203333984
0602049100,L20333 TS ROSA,PIJAMA,201820333181
0602049110,L20333 TM ROSA,PIJAMA,201820333182
0602049120,L20333 TL ROSA,PIJAMA,201820333183
0602049130,L20333 TXL ROSA,PIJAMA,201820333184
0602049140,L20334 TS GRIS,PIJAMA,2018203341381
0602049150,L20334 TM GRIS,PIJAMA,2018203341382
0602049160,L20334 TL GRIS,PIJAMA,2018203341383
0602049170,L20334 TXL GRIS,PIJAMA,2018203341384
0602049180,L20334 TS HUESO,PIJAMA,2018203343981
0602049190,L20334 TM HUESO,PIJAMA,2018203343982
0602049200,L20334 TL HUESO,PIJAMA,2018203343983
0602049210,L20334 TXL HUESO,PIJAMA,2018203343984
0602049220,L20335 TS VERDE,PIJAMA,2018203352481
0602049230,L20335 TM VERDE,PIJAMA,2018203352482
0602049240,L20335 TL VERDE,PIJAMA,2018203352483
0602049250,L20335 TXL VERDE,PIJAMA,2018203352484
0602049260,L20335 TS ROSA,PIJAMA,201820335181
0602049270,L20335 TM ROSA,PIJAMA,201820335182
0602049280,L20335 TL ROSA,PIJAMA,201820335183
0602049290,L20335 TXL ROSA,PIJAMA,201820335184
0602049300,L20335/E T5 VERDE,PIJAMA,2018203352405
0602049310,L20335/E T6 VERDE,PIJAMA,2018203352406
0602049320,L20335/E T5 ROSA,PIJAMA,201820335105
0602049330,L20335/E T6 ROSA,PIJAMA,201820335106
0602049340,L20335/E/E T7 VERDE,PIJAMA,2018203352407
0602049350,L20335/E/E T8 VERDE,PIJAMA,2018203352408
0602049360,L20335/E/E T7 ROSA,PIJAMA,201820335107
0602049370,L20335/E/E T8 ROSA,PIJAMA,201820335108
0602049380,L20336 TS ROSA,PIJAMA,201820336181
0602049390,L20336 TM ROSA,PIJAMA,201820336182
0602049400,L20336 TL ROSA,PIJAMA,201820336183
0602049410,L20336 TXL ROSA,PIJAMA,201820336184
0602049420,L20336 TS AZUL,PIJAMA,2018203361881
0602049430,L20336 TM AZUL,PIJAMA,2018203361882
0602049440,L20336 TL AZUL,PIJAMA,2018203361883
0602049450,L20336 TXL AZUL,PIJAMA,2018203361884
0602049460,L20337 TS BORDO,PIJAMA,2018203371681
0602049470,L20337 TM BORDO,PIJAMA,2018203371682
0602049480,L20337 TL BORDO,PIJAMA,2018203371683
0602049490,L20337 TXL BORDO,PIJAMA,2018203371684
0602049500,L20337 TS GRIS,PIJAMA,2018203371381
0602049510,L20337 TM GRIS,PIJAMA,2018203371382
0602049520,L20337 TL GRIS,PIJAMA,2018203371383
0602049530,L20337 TXL GRIS,PIJAMA,2018203371384
0602049540,L20338 TS NEGRO,PIJAMA,2018203381581
0602049550,L20338 TM NEGRO,PIJAMA,2018203381582
0602049560,L20338 TL NEGRO,PIJAMA,2018203381583
0602049570,L20338 TXL NEGRO,PIJAMA,2018203381584
0602049580,L20338 TS GRIS,PIJAMA,2018203351381
0602049590,L20338 TM GRIS,PIJAMA,2018203351382
0602049600,L20338 TL GRIS,PIJAMA,2018203381383
0602049610,L20338 TXL GRIS,PIJAMA,2018203381384
0602049620,L20340 TS NEGRO,PIJAMA,2018203401581
0602049630,L20340 TM NEGRO,PIJAMA,2018203401582
0602049640,L20340 TL NEGRO,PIJAMA,2018203401583
0602049650,L20340 TXL NEGRO,PIJAMA,2018203401584
0602049660,L20340/E T5 NEGRO,PIJAMA,2018203401505
0602049670,L20340/E T6 NEGRO,PIJAMA,2018203401506
0602049680,L20341 TS UNICO,PIJAMA,20182034181
0602049690,L20341 TM UNICO,PIJAMA,20182034182
0602049700,L20341 TL UNICO,PIJAMA,20182034183
0602049710,L20341 TXL UNICO,PIJAMA,20182034184
0602049720,L20341/E T5 UNICO,PIJAMA,20182034105
0602049730,L20341/E T6 UNICO,PIJAMA,20182034106
0602049740,L20341/E/E T7 UNICO,PIJAMA,20182034107
0602049750,L20341/E/E T8 UNICO,PIJAMA,20182034108
0602049760,L20342 TS ROSA,PIJAMA,201820342181
0602049770,L20342 TM ROSA,PIJAMA,201820342182
0602049780,L20342 TL ROSA,PIJAMA,201820342183
0602049790,L20342 TXL ROSA,PIJAMA,201820342184
0602049800,L20342 TS CELESTE,PIJAMA,201820342281
0602049810,L20342 TM CELESTE,PIJAMA,201820342282
0602049820,L20342 TL CELESTE,PIJAMA,201820342283
0602049830,L20342 TXL CELESTE,PIJAMA,201820342284
0602049840,L20930 T4 GRIS,PIJAMA,2011209301304
0602049850,L20930 T6 GRIS,PIJAMA,2011209301306
0602049860,L20930 T8 GRIS,PIJAMA,2011209301308
0602049870,L20930 T4 HUESO,PIJAMA,2011209303904
0602049880,L20930 T6 HUESO,PIJAMA,2011209303906
0602049890,L20930 T8 HUESO,PIJAMA,2011209303908
0602049900,L20930/G T10 GRIS,PIJAMA,2011209301310
0602049910,L20930/G T12 GRIS,PIJAMA,2011209301312
0602049920,L20930/G T14 GRIS,PIJAMA,2011209301314
0602049930,L20930/G T16 GRIS,PIJAMA,2011209301316
0602049940,L20930/G T10 HUESO,PIJAMA,2011209303910
0602049950,L20930/G T12 HUESO,PIJAMA,2011209303912
0602049960,L20930/G T14 HUESO,PIJAMA,2011209303914
0602049970,L20930/G T16 HUESO,PIJAMA,2011209303916
0602049980,L20931 T4 UNICO,PIJAMA,20112093104
0602049990,L20931 T6 UNICO,PIJAMA,20112093106
0602050000,L20931 T8 UNICO,PIJAMA,20112093108
0602050010,L20931/G T10 UNICO,PIJAMA,20112093110
0602050020,L20931/G T12 UNICO,PIJAMA,20112093112
0602050030,L20931/G T14 UNICO,PIJAMA,20112093114
0602050040,L20931/G T16 UNICO,PIJAMA,20112093116
0602050050,L20932 T4 AZUL,PIJAMA,2011209321804
0602050060,L20932 T6 AZUL,PIJAMA,2011209321806
0602050070,L20932 T8 AZUL,PIJAMA,2011209321808
0602050080,L20932 T4 ROSA,PIJAMA,201120932104
0602050090,L20932 T6 ROSA,PIJAMA,201120932106
0602050100,L20932 T8 ROSA,PIJAMA,201120932108
0602050110,L20932/G T10 AZUL,PIJAMA,2011209321810
0602050120,L20932/G T12 AZUL,PIJAMA,2011209321812
0602050130,L20932/G T14 AZUL,PIJAMA,2011209321814
0602050140,L20932/G T16 AZUL,PIJAMA,2011209321816
0602050150,L20932/G T10 ROSA,PIJAMA,201120932110
0602050160,L20932/G T12 ROSA,PIJAMA,201120932112
0602050170,L20932/G T14 ROSA,PIJAMA,201120932114
0602050180,L20932/G T16 ROSA,PIJAMA,201120932116
0602050190,L20933 T4 GRIS,PIJAMA,2011209331304
0602050200,L20933 T6 GRIS,PIJAMA,2011209331306
0602050210,L20933 T8 GRIS,PIJAMA,2011209331308
0602050220,L20933 T4 ROSA,PIJAMA,201120933104
0602050230,L20933 T6 ROSA,PIJAMA,201120933106
0602050240,L20933 T8 ROSA,PIJAMA,201120933108
0602050250,L20933/G T10 GRIS,PIJAMA,2011209331310
0602050260,L20933/G T12 GRIS,PIJAMA,2011209331312
0602050270,L20933/G T14 GRIS,PIJAMA,2011209331314
0602050280,L20933/G T16 GRIS,PIJAMA,2011209331316
0602050290,L20933/G T10 ROSA,PIJAMA,201120933110
0602050300,L20933/G T12 ROSA,PIJAMA,201120933112
0602050310,L20933/G T14 ROSA,PIJAMA,201120933114
0602050320,L20933/G T16 ROSA,PIJAMA,201120933116
0602050330,L20934 T4 CELESTE,PIJAMA,201120934204
0602050340,L20934 T6 CELESTE,PIJAMA,201120934206
0602050350,L20934 T8 CELESTE,PIJAMA,201120934208
0602050360,L20934 T4 ROSA,PIJAMA,201120934104
0602050370,L20934 T6 ROSA,PIJAMA,201120934106
0602050380,L20934 T8 ROSA,PIJAMA,201120934108
0602050390,L20934/G T10 CELESTE,PIJAMA,201120934210
0602050400,L20934/G T12 CELESTE,PIJAMA,201120934212
0602050410,L20934/G T14 CELESTE,PIJAMA,201120934214
0602050420,L20934/G T16 CELESTE,PIJAMA,201120934216
0602050430,L20934/G T10 ROSA,PIJAMA,201120934110
0602050440,L20934/G T12 ROSA,PIJAMA,201120934112
0602050450,L20934/G T14 ROSA,PIJAMA,201120934114
0602050460,L20934/G T16 ROSA,PIJAMA,201120934116
0602050470,L20935 T4 GRIS,PIJAMA,2011209351304
0602050480,L20935 T6 GRIS,PIJAMA,2011209351306
0602050490,L20935 T8 GRIS,PIJAMA,2011209351308
0602050500,L20935 T4 ROSA,PIJAMA,201120935104
0602050510,L20935 T6 ROSA,PIJAMA,201120935106
0602050520,L20935 T8 ROSA,PIJAMA,201120935108
0602050530,L20935/G T10 GRIS,PIJAMA,2011209351310
0602050540,L20935/G T12 GRIS,PIJAMA,2011209351311
0602050550,L20935/G T14 GRIS,PIJAMA,2011209351314
0602050560,L20935/G T16 GRIS,PIJAMA,2011209351316
0602050570,L20935/G T10 ROSA,PIJAMA,201120935110
0602050580,L20935/G T12 ROSA,PIJAMA,201120935112
0602050590,L20935/G T14 ROSA,PIJAMA,201120935114
0602050600,L20935/G T16 ROSA,PIJAMA,201120935116
0602050610,L20950 T4 UNICO,PIJAMA,20112095004
0602050620,L20950 T6 UNICO,PIJAMA,20112095006
0602050630,L20950 T8 UNICO,PIJAMA,20112095008
0602050640,L20950/G T10 UNICO,PIJAMA,20112095010
0602050650,L20950/G T12 UNICO,PIJAMA,20112095012
0602050660,L20950/G T14 UNICO,PIJAMA,20112095014
0602050670,L20950/G T16 UNICO,PIJAMA,20112095016
0602050680,L20951 T4 GRIS,PIJAMA,2011209511304
0602050690,L20951 T6 GRIS,PIJAMA,2011209511306
0602050700,L20951 T8 GRIS,PIJAMA,2011209511308
0602050710,L20951 T4 AZUL,PIJAMA,2011209511804
0602050720,L20951 T6 AZUL,PIJAMA,2011209511806
0602050730,L20951 T8 AZUL,PIJAMA,2011209511808
0602050740,L20951/G T10 GRIS,PIJAMA,2011209511310
0602050750,L20951/G T12 GRIS,PIJAMA,2011209511312
0602050760,L20951/G T14 GRIS,PIJAMA,2011209511314
0602050770,L20951/G T16 GRIS,PIJAMA,2011209511316
0602050780,L20951/G T10 AZUL,PIJAMA,2011209511810
0602050790,L20951/G T12 AZUL,PIJAMA,2011209511812
0602050800,L20951/G T14 AZUL,PIJAMA,2011209511814
0602050810,L20951/G T16 AZUL,PIJAMA,2011209511816
0602050820,L20952 T4 AZUL,PIJAMA,2011209521804
0602050830,L20952 T6 AZUL,PIJAMA,2011209521806
0602050840,L20952 T8 AZUL,PIJAMA,2011209521808
0602050850,L20952 T10 AZUL,PIJAMA,2011209521810
0602050860,L20952 T12 AZUL,PIJAMA,2011209521812
0602050870,L20852 T4 GRIS,PIJAMA,2011209521304
0602050880,L20852 T6 GRIS,PIJAMA,2011209521306
0602050890,L20852 T8 GRIS,PIJAMA,2011209521308
0602050900,L20852 T10 GRIS,PIJAMA,2011209521310
0602050910,L20852 T12 GRIS,PIJAMA,2011209521312
0602051360,L20331 T5 GRIS,PIJAMA,2018203311305
0602051370,L20331 T5 GRIS TOPO,PIJAMA,2018203317105
0602051380,L20331 T6 GRIS,PIJAMA,2018203311306
0602051390,L20331 T6 GRIS TOPO,PIJAMA,2018203317106
0602051400,L20331 TS GRIS,PIJAMA,2018203311381
0602051410,L20331 TM GRIS,PIJAMA,2018203311382
0602051420,L20331 TL GRIS,PIJAMA,2018203311383
0602051430,L20331 TXL GRIS,PIJAMA,2018203311384
0602051440,L20331 TS  GRIS TOPO,PIJAMA,2018203317181
0602051450,L20331 TM GRIS TOPO,PIJAMA,2018203317182
0602051460,L20331 TL GRIS TOPO,PIJAMA,2018203317183
0602051470,L20331 TXL GRIS TOPO,PIJAMA,2018203317184
0602051480,L20334 TM UNICO,PIJAMA,20182033482
0602051490,L20334 TL UNICO,PIJAMA,20182033483
0602051500,L20334 TXL UNICO,PIJAMA,20182033484
0602051510,L20334 TS UNICO,PIJAMA,20182033481
0605000010,L9355 TL AZUL,ENTERITO,191893551883
0605000020,L9355 TL ROSA,ENTERITO,19189355183
0605000030,L9355 TM AZUL,ENTERITO,191893551882
0605000040,L9355 TM ROSA,ENTERITO,19189355182
0605000050,L9355 TS AZUL,ENTERITO,191893551881
0605000060,L9355 TS ROSA,ENTERITO,19189355181
0605000070,L9355 TXL AZUL,ENTERITO,191893551884
0605000080,L9355 TXL ROSA,ENTERITO,19189355184
0605000090,L20707 TL BATIK,ENTERITO,20182070783
0605000100,L20707 TM BATIK,ENTERITO,20182070782
0605000110,L20707 TS BATIK,ENTERITO,20182070781
0605000120,L20707 TXL BATIK,ENTERITO,20182070784
0605000130,L9757 TL AZUL Enterito,ENTERITO,191897571883
0605000150,L9757 TM AZUL Enterito,ENTERITO,191897571882
0605000170,L9757 TS AZUL Enterito,ENTERITO,191897571881
0605000190,L9757 TXL AZUL Enterito,ENTERITO,191897571884
0605000200,L20301 TS AZUL,ENTERITO,2018203011881
0605000210,L20301 TM AZUL,ENTERITO,2018203011882
0605000220,L20301 TL AZUL,ENTERITO,2018203011883
0605000230,L20301 TXL AZUL,ENTERITO,2018203011884
