codigo,Descripcion,Desc_adicional,Familia,agrupacion,Cod_barras
0201037260,1332XY TL ROMBO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13323004
0201037270,1332XY TM ROMBO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13322007
0201037280,1332XY TS ROMBO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13321000
0201037290,1332XY TXL ROMBO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13324001
0201037300,1332XY TXXL ROMBO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13325008
0201037320,7000XY CALZA,CALZA,LINEA UNDERWARE HOMBRE,BOXER,7000XY
0201037330,1096XY1 BOXER NIÑO T14,BOXER,LINEA UNDERWARE HOMBRE,BOXER,1096XY1
0201037340,1390XY TXXXL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13906009
0201037350,1311XY TS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13111007
0201037360,1322XY BOXER XY,BOXER,LINEA UNDERWARE HOMBRE,BOXER,1322XY
0201037370,7000XY TXXL CALZA,CALZA,LINEA UNDERWARE HOMBRE,BOXER,70005004
0201037380,5056XY T2 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50560008
0201037390,5056XY T14 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50561403
0201037400,5050XY1 BOXER LARGO,BOXER LARGO,LINEA UNDERWARE HOMBRE,BOXER,5050XY1
0201037410,1381XY TXL LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13814007
0201037420,1381XY TXXL LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13815004
0201037430,1382XY TS C/ COST CONTRACOLOR,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13821005
0201037440,1382XY TM C/ COST CONTRACOLOR,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13822002
0201037450,1382XY TL C/ COST CONTRACOLOR,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13823009
0201037460,1382XY TXL C/ COST CONTRACOLOR,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13824006
0201037470,1382XY TXXL C/ COST CONTRACOLO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13825003
0201037480,1338XY TM HUMO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13382001
0201037490,1338XY TL HUMO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13383008
0201037500,1338XY TXL HUMO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13384005
0201037510,1338XY TXXL HUMO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13385002
0201037520,1381XY TS LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13811006
0201037530,1381XY TM LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13812003
0201037540,1381XY TL LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13813000
0201037550,1329XY TM ZOOM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13292003
0201037560,1329XY TL ZOOM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13293000
0201037570,1329XY TXL ZOOM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13294007
0201037580,1329XY TXXL ZOOM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13295004
0201037590,1336XY TS MANCHAS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13361006
0201037600,1336XY TM MANCHAS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13362034
0201037610,1336XY TL MANCHAS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13363000
0201037620,1336XY TXL MANCHAS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13364038
0201037630,1336XY TXXL MANCHAS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13365004
0201037640,1338XY TS HUMO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13381004
0201037650,1327XY TM ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13272005
0201037660,1327XY TL ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13273002
0201037670,1327XY TXL ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13274009
0201037680,1327XY TXXL ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13275006
0201037690,1328XY TS RAYOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13281007
0201037700,1328XY TM RAYOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13282004
0201037710,1328XY TL RAYOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13283001
0201037720,1328XY TXL RAYOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13284008
0201037730,1328XY TXXL RAYOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13285005
0201037740,1329XY TS ZOOM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13291006
0201037750,1009XY T2 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10092002
0201037760,1009XY T4 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10094006
0201037770,1009XY T6 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10096000
0201037780,1009XY T8 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10098004
0201037790,1009XY T10 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10091005
0201037800,1009XY T12 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10091203
0201037810,1009XY T14 GATOS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10091401
0201037820,1327XY TS ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13271008
0201037830,5056XY T2,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50562008
0201037840,5056XY T4 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50564002
0201037850,5056XY T6 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50566006
0201037860,5056XY T8 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50568000
0201037870,5056XY T10 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50561001
0201037880,5056XY T12 BOXER LAR NIÑO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,50561209
0201037890,1007XY T10 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10071007
0201037900,1007XY T12 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10071205
0201037910,1007XY T14 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10071403
0201037920,1007XY T6 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10076002
0201037930,1007XY T8 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10078006
0201037940,1007XY T2 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10072004
0201037950,1007XY T4 ORIGAMI,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10074008
0201037960,1062XT T12,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10621202
0201037970,1062XT T14,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10621400
0201037980,1062XT T6,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10626009
0201037990,1062XT T8,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10628003
0201038000,1062XT T10,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10621003
0201038010,1062XT T2,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10622001
0201038020,1062XT T4,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10624005
0201038030,1328XY1 TXXL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,1328XY1
0201038330,3691XY TS LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,36911004
0201038340,3691XY TM LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,36912001
0201038350,3691XY TL LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,36913008
0201038360,3691XY TXL LISO COMB,BOXER,LINEA UNDERWARE HOMBRE,BOXER,36914005
0201038430,1319XY TXXL CORAL,,LINEA UNDERWARE HOMBRE,BOXER,13195007
0201038440,1319XY TXL VERDE,,LINEA UNDERWARE HOMBRE,BOXER,13194000
0201038450,1319XY TL TURQUESA,,LINEA UNDERWARE HOMBRE,BOXER,13193003
0201038460,1319XY TM VERDE,,LINEA UNDERWARE HOMBRE,BOXER,13192006
0201038470,1319XY TS CORAL,,LINEA UNDERWARE HOMBRE,BOXER,13191009
0201038910,1331XY TM AZTECA,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13312008
0201038920,1331XY TS AZTECA,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13311001
0201038930,1331XY TXXL AZTECA,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13315009
0201042390,1356XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13565008
0201042400,1356XY TXL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13564001
0201042410,1356XY TL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13563004
0201042420,1356XY TM,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13562007
0201042430,1356XY TS,BOXER,LINEA UNDERWARE HOMBRE,BOXER,13561000
0201042440,1358 XY TS,,LINEA UNDERWARE HOMBRE,BOXER,13581008
0201042450,1358XY TM,,LINEA UNDERWARE HOMBRE,BOXER,13582005
0201042460,1358XY TL,,LINEA UNDERWARE HOMBRE,BOXER,13583002
0201042470,1358XY TXL,,LINEA UNDERWARE HOMBRE,BOXER,13584009
0201042480,1358XY TXXL,,LINEA UNDERWARE HOMBRE,BOXER,13585006
0201042490,1331XY TL,,LINEA UNDERWARE HOMBRE,BOXER,13313005
0201042500,1331XY TXL,,LINEA UNDERWARE HOMBRE,BOXER,13314002
0201043020,1001XY T6 VERDE,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10016008
0201043030,1001XY T12 AZUL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10011201
0201043040,1001XY T4 AZUL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10014004
0201043050,1001XY T10 VERDE,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10011003
0201043060,1001XY T2 VERDE,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10012000
0201043070,1001XY T8 AZUL,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10018002
0201043080,1008XY T6 BLANCO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10086001
0201043090,1008XY T8 BLANCO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10088005
0201043100,1008XY T10 NEGRO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10081006
0201043110,1008XY T12 NEGRO,BOXER,LINEA UNDERWARE HOMBRE,BOXER,10081204
0202002120,2003XY T10,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20031008
0202002130,2003XY T12,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20031206
0202002140,2003XY T2,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20032005
0202002150,2003XY T4,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20034009
0202002160,2003XY T6,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20036003
0202002170,2003XY T8,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20038007
0202002180,202XY T10,SLIP,LINEA UNDERWARE HOMBRE,SLIP,20201005
0202002190,2300XY TS SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23001008
0202002200,2300XY TM SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23002005
0202002210,2300XY TL SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23003002
0202002220,2300XY TXL SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23004009
0202002230,2300XY TXXL SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23005006
0202002240,2300XY TXXXL SLIP,SLIP,LINEA UNDERWARE HOMBRE,SLIP,23006003
0202002250,2430XY TS,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24301008
0202002260,2430XY TM,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24302005
0202002270,2430XY TL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24303002
0202002280,2430XY TXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24304009
0202002290,2430XY TXXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24305006
0202002300,2430XY TXXXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24306003
0202002310,2450XY TS,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24501002
0202002320,2450XY TM,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24502009
0202002330,2450XY TL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24503006
0202002340,2450XY TXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24504003
0202002350,2450XY TXXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24505000
0202002360,2490XY TS,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24901000
0202002370,2490XY TM,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24902007
0202002380,2490XY TL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24903004
0202002390,2490XY TXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24904001
0202002400,2490XY TXXL,SLIP,LINEA UNDERWARE HOMBRE,SLIP,24905008
0303012030,4100XY TS MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41001004
0303012040,4100XY TM MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41002001
0303012050,4100XY TL MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41003008
0303012060,4100XY TXL MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41004005
0303012070,4110XY TS MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41101004
0303012080,4110XY TM MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41102008
0303012090,4110XY TL MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41103005
0303012100,4110XY TXL MANGA CORTA,REMERA,INDUMENTARIA,REMERA,41104002
0303012110,6100XY TS,REMERA,INDUMENTARIA,REMERA,61001008
0303012120,6100XY TM,REMERA,INDUMENTARIA,REMERA,61002005
0303012130,6100XY TL,REMERA,INDUMENTARIA,REMERA,61003002
0303012140,6100XY TXL,REMERA,INDUMENTARIA,REMERA,61004009
0306003310,8030XY TXXL PANTALON,PANTALON,INDUMENTARIA,PANTALON,80305002
0306003320,8030XY TXL PANTALON,PANTALON,INDUMENTARIA,PANTALON,80304005
0306003330,8030XY TL PANTALON,PANTALON,INDUMENTARIA,PANTALON,80303008
0306003340,8030XY TS PANTALON,PANTALON,INDUMENTARIA,PANTALON,80301004
0306003350,8030XY TM PANTALON,PANTALON,INDUMENTARIA,PANTALON,80302001
0307000950,8020XY BABUCHA DE JERSEY,BABUCHA,INDUMENTARIA,BABUCHA,8020XY
0307000960,8030XY BABUCHA DE JERSEY,BABUCHA,INDUMENTARIA,BABUCHA,8030XY
0319002260,4000XY TS MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40001005
0319002270,4000XY TM MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40002002
0319002280,4000XY TL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40003009
0319002290,4000XY TXL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40004006
0319002300,4010XY TS MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40101002
0319002310,4010XY TM MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40102009
0319002320,4010XY TL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40103006
0319002330,4010XY TXL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,40104003
0319002340,4200XY TS MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,42001003
0319002350,4200XY TM MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,42002000
0319002360,4200XY TL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,42003007
0319002370,4200XY TXL MANGA LARGA,CAMISETA,INDUMENTARIA,CAMISETA,42004004
0319002380,6000XY TS,CAMISETA,INDUMENTARIA,CAMISETA,60001009
0319002390,6000XY TM,CAMISETA,INDUMENTARIA,CAMISETA,60002006
0319002400,6000XY TL,CAMISETA,INDUMENTARIA,CAMISETA,60003003
0319002410,6000XY TXL,CAMISETA,INDUMENTARIA,CAMISETA,60004000
0319002420,6000XY TXXL,CAMISETA,INDUMENTARIA,CAMISETA,60005007
0319002430,6050XY CAMISETA TERM T2 AL T12,CAMISETA,INDUMENTARIA,CAMISETA,6050XY
0319002440,6050XY CAMISETA TERM T14,CAMISETA,INDUMENTARIA,CAMISETA,6050XY1
0319002450,6100XY CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,6100XY
0319003410,6050XY T12 CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,60501202
0319003420,6050XY T14 CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,60501400
0319003430,6100XY S CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,61101008
0319003440,6100XY M CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,61102005
0319003450,6100XY L CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,61103002
0319003460,6100XY XL CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,61104009
0319003470,6050XY T6 CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,60506009
0319003480,6050XY T8 CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,60508003
0319003490,4110XY TS CAMISETA,CAMISETA,INDUMENTARIA,CAMISETA,41101001
0602041990,8041XY TS PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80411000
0602042000,8041XY TXXL PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80415008
0602042010,8090XY T12 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80901204
0602042020,8090XY T14 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80901402
0602042030,8090XY T2 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80902003
0602042040,8090XY T4 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80904007
0602042050,8090XY T6 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80906001
0602042060,8090XY T8 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80908005
0602042070,8041XY TL PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80413004
0602042080,8041XY TM PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80412007
0602042090,8041XY TXL PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80414001
0602042100,8090XY T10 PIJAMA,PIJAMA,ROPA DE DORMIR,PIJAMA,80901006
